student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
625493,13.8,76.8,3.9,82.3,B
913276,20.6,72.0,3.7,100.0,A
575895,20.7,97.5,6.3,97.4,A
194277,22.3,83.6,5.1,100.0,A
173033,4.2,100.0,7.2,79.7,B
398058,27.9,88.6,5.5,100.0,A
804525,7.2,80.0,3.9,73.0,B
512406,6.4,79.7,7.1,83.4,B
765525,16.1,77.0,5.0,79.8,B
334866,15.7,83.7,3.0,92.5,A
381824,19.8,92.7,5.8,100.0,A
311454,10.9,85.9,6.1,53.2,D
340737,19.9,100.0,6.4,85.3,A
259313,10.4,72.8,5.6,77.0,B
386319,1.8,60.3,5.9,48.1,D
21426,15.6,76.8,8.4,79.1,B
328674,0.2,91.9,4.7,56.7,C
931748,13.1,81.4,7.9,92.5,A
964907,18.0,87.0,1.7,100.0,A
631382,19.5,87.9,2.6,92.4,A
460438,17.9,86.0,5.1,76.7,B
181147,16.0,70.1,6.3,87.5,A
73341,16.0,66.2,7.4,85.6,A
379912,7.7,77.3,1.7,69.1,C
311893,26.7,90.7,9.5,100.0,A
300349,18.1,92.2,7.0,83.6,B
695225,13.9,80.9,5.1,75.7,B
999030,19.1,87.2,9.6,95.2,A
202052,12.7,78.9,7.2,85.6,A
686066,22.2,87.1,8.2,100.0,A
757599,9.6,91.9,9.0,47.4,D
802211,20.0,100.0,6.6,96.2,A
852975,2.8,88.7,6.3,62.2,C
416778,12.2,86.9,4.2,78.6,B
821317,15.6,100.0,4.4,98.9,A
144346,18.0,75.6,3.4,100.0,A
875800,20.3,90.1,8.0,100.0,A
509246,21.4,74.2,6.2,100.0,A
602960,11.5,98.2,4.1,71.7,B
126000,25.9,87.5,5.6,100.0,A
251186,15.5,83.4,6.1,91.2,A
974747,4.7,100.0,6.9,65.3,C
312460,12.0,88.8,4.8,84.1,B
323915,18.5,69.6,4.8,75.1,B
765187,7.2,84.9,5.7,72.3,B
327738,22.1,74.8,7.6,100.0,A
602682,13.5,80.4,5.7,81.4,B
784383,15.9,95.6,7.5,91.3,A
16081,13.5,77.2,8.1,81.0,B
730354,24.4,71.2,6.7,100.0,A
949855,0.0,84.0,4.7,36.7,F
73226,9.1,86.3,3.6,52.7,D
244782,4.4,91.3,2.9,45.0,D
945334,11.0,83.3,7.8,64.4,C
833380,12.0,87.5,2.1,81.6,B
920541,14.3,85.3,6.7,79.6,B
227345,18.8,84.2,6.2,92.9,A
732667,8.7,81.2,5.4,75.8,B
101955,17.2,94.1,9.1,100.0,A
43142,16.8,84.5,3.5,92.4,A
201004,18.1,96.2,0.0,84.1,B
403987,9.4,82.5,8.7,79.5,B
663942,11.9,83.4,10.0,71.7,B
990415,15.9,82.4,3.1,100.0,A
734472,8.1,85.2,5.6,65.9,C
49199,17.7,73.9,5.5,92.4,A
456378,4.7,71.1,4.9,54.6,D
487132,16.7,88.8,6.1,90.9,A
687421,9.8,67.5,5.6,77.0,B
784893,12.5,82.9,7.0,82.4,B
213328,5.5,86.2,5.7,66.8,C
723029,14.1,84.2,6.2,86.5,A
563590,15.7,90.1,6.0,87.8,A
984260,16.5,94.1,7.1,100.0,A
887155,6.2,73.8,3.8,36.6,F
623329,8.5,98.2,4.9,43.9,D
485312,12.1,74.9,7.6,65.2,C
880550,24.3,81.5,4.6,100.0,A
236212,13.0,84.9,6.1,54.2,D
559363,9.2,89.0,4.4,71.7,B
724745,19.0,79.5,5.4,93.7,A
141117,12.2,78.0,9.4,81.7,B
501231,16.0,72.8,10.0,83.8,B
942088,18.6,89.3,7.4,88.7,A
479254,6.1,79.5,5.0,51.1,D
631639,7.4,83.6,7.2,64.5,C
273193,12.3,79.4,7.6,80.7,B
593968,21.9,87.6,9.2,97.4,A
949906,10.7,71.3,4.6,65.1,C
686751,19.9,99.8,6.9,95.0,A
389129,16.1,85.7,4.5,83.3,B
567203,11.1,82.0,9.9,85.3,A
599607,18.2,100.0,9.5,81.1,B
897248,20.8,98.8,8.4,100.0,A
275735,23.9,97.1,4.9,100.0,A
107321,22.2,76.0,5.6,100.0,A
47423,1.1,76.9,8.4,50.2,D
83048,8.0,98.7,9.9,66.6,C
249923,21.9,64.9,4.8,100.0,A
762884,11.8,77.5,2.9,82.0,B
456903,12.4,93.9,5.3,64.7,C
257529,24.7,82.0,9.6,100.0,A
100489,11.2,92.4,4.3,85.1,A
184041,15.5,81.1,7.7,74.8,B
41378,8.2,62.6,4.7,64.8,C
310043,14.0,91.3,6.7,82.6,B
890815,13.2,75.4,5.0,57.0,C
283768,17.1,100.0,6.8,85.2,A
941994,18.4,80.9,8.1,88.8,A
777195,6.5,84.6,8.0,58.3,C
508511,17.2,96.0,5.8,91.5,A
233568,15.1,79.3,3.2,96.3,A
319645,24.2,78.7,5.1,100.0,A
82894,17.7,94.1,4.5,100.0,A
999593,16.2,82.1,5.6,98.0,A
693141,13.7,97.9,3.7,95.1,A
526748,15.1,82.3,9.7,82.3,B
748708,24.0,61.5,2.0,100.0,A
580446,24.9,71.3,5.0,100.0,A
285417,22.1,72.4,2.8,93.3,A
955530,26.6,71.7,5.6,100.0,A
202064,18.1,76.0,6.3,100.0,A
920590,8.3,84.1,3.4,69.5,C
861311,22.4,99.6,6.9,100.0,A
51620,27.8,72.4,9.0,100.0,A
716635,11.3,89.1,6.5,85.8,A
793762,18.5,100.0,10.0,80.8,B
56319,18.6,93.5,8.0,100.0,A
4899,19.7,94.0,7.8,100.0,A
75777,24.0,81.8,6.4,100.0,A
658138,21.9,66.0,5.5,100.0,A
387912,12.5,71.8,10.0,89.4,A
30982,11.6,81.8,5.6,95.7,A
982472,27.0,83.2,5.5,100.0,A
411756,17.2,91.3,7.9,84.7,B
602384,10.3,84.1,6.1,65.4,C
653726,35.3,79.1,7.6,100.0,A
182323,20.7,85.2,3.9,96.1,A
997168,12.3,91.0,5.6,93.5,A
632304,22.3,72.3,6.2,100.0,A
796041,22.5,82.0,7.0,91.2,A
663732,0.0,83.2,5.3,40.8,D
358247,39.2,99.6,4.6,100.0,A
439056,15.1,73.5,7.0,84.3,B
91890,14.8,79.1,4.9,90.6,A
128052,13.2,97.7,5.1,71.4,B
422041,12.9,94.7,4.9,74.6,B
617718,6.8,100.0,7.9,63.2,C
882363,26.1,75.1,5.9,100.0,A
395037,0.0,92.1,8.1,46.1,D
426624,8.6,77.6,2.0,66.8,C
461163,18.3,64.7,6.4,88.5,A
912352,19.0,97.4,4.8,100.0,A
904783,8.9,80.7,5.3,72.8,B
228565,22.4,79.8,7.3,100.0,A
56418,10.9,85.5,5.3,94.8,A
82034,15.3,81.5,4.0,84.4,B
104236,7.3,80.2,5.6,74.5,B
125787,15.2,98.0,5.0,78.2,B
587548,10.3,89.4,8.6,63.1,C
294290,14.1,79.9,4.8,94.5,A
597965,12.8,59.7,5.0,92.8,A
500047,10.0,79.3,7.4,91.2,A
431464,0.2,85.3,4.0,46.2,D
32827,11.5,82.7,3.5,74.1,B
832557,19.1,65.6,5.2,92.7,A
399338,14.3,90.1,7.1,73.1,B
870471,19.0,80.9,2.9,92.5,A
301048,9.8,76.3,6.3,73.2,B
185382,12.8,88.0,5.5,91.7,A
413555,18.0,87.2,6.0,82.1,B
330236,17.5,89.3,4.5,100.0,A
738782,22.4,91.3,9.1,90.8,A
19610,9.1,71.5,4.9,76.6,B
671362,11.3,82.4,6.8,69.5,C
280532,23.8,84.6,4.2,100.0,A
848988,25.6,94.4,6.1,100.0,A
192367,21.8,84.8,5.4,100.0,A
568761,8.5,72.6,6.2,65.8,C
801373,3.9,92.9,6.6,71.1,B
461962,3.6,100.0,8.7,63.3,C
173516,18.1,90.9,4.1,97.0,A
482672,20.4,85.3,7.3,100.0,A
284000,14.1,62.3,8.4,81.8,B
640055,19.0,91.9,6.7,100.0,A
719551,19.4,89.1,5.4,99.7,A
587409,27.4,83.1,6.0,100.0,A
620176,9.0,100.0,8.1,71.2,B
333677,13.6,80.8,3.0,85.7,A
816030,8.7,86.2,3.6,76.8,B
797882,9.2,92.1,1.9,83.6,B
597553,22.6,100.0,7.8,100.0,A
390351,22.5,84.1,4.3,100.0,A
505381,14.3,89.1,6.2,89.9,A
437249,18.4,72.4,8.8,98.4,A
756451,18.0,91.6,5.5,93.1,A
469958,15.6,96.9,7.0,78.1,B
31742,8.4,94.9,8.9,68.7,C
655983,16.3,100.0,2.2,96.4,A
60913,20.1,71.6,3.8,90.0,A
644498,0.6,100.0,7.6,57.3,C
117691,16.0,72.1,9.4,70.5,B
1239,19.0,78.4,5.1,100.0,A
697339,16.2,79.2,5.8,89.2,A
755121,11.8,90.2,4.9,73.8,B
977501,27.6,97.6,6.5,100.0,A
970137,22.7,83.4,3.3,87.0,A
212251,6.1,77.1,6.1,51.4,D
137307,13.8,77.1,6.2,98.3,A
887312,18.8,93.3,5.6,89.6,A
659640,19.4,92.1,8.9,71.8,B
751169,25.4,87.8,8.3,100.0,A
561975,15.0,77.7,6.5,100.0,A
696232,21.5,80.2,1.1,100.0,A
991352,24.8,82.6,6.5,100.0,A
523263,16.7,70.7,9.0,84.1,B
110339,7.4,74.9,2.6,61.7,C
392358,23.5,81.2,8.8,100.0,A
698919,10.9,72.0,5.5,55.5,C
929486,20.6,78.6,9.3,100.0,A
33201,25.3,94.6,5.5,100.0,A
641022,20.5,95.9,4.4,100.0,A
815747,10.3,73.1,5.6,81.1,B
118843,17.2,88.4,6.8,83.1,B
340025,6.6,100.0,5.3,69.9,C
914889,4.3,72.2,5.2,53.5,D
773173,15.9,97.5,6.2,96.9,A
201232,13.7,100.0,7.9,84.8,B
855308,28.8,83.3,4.9,100.0,A
953332,14.2,82.2,4.5,91.0,A
834662,20.6,86.9,4.3,100.0,A
552548,18.5,75.5,5.4,96.0,A
302267,12.6,78.9,8.2,78.4,B
454553,21.5,70.3,3.3,100.0,A
441910,22.1,90.2,6.4,100.0,A
354859,13.6,81.0,5.9,87.8,A
516706,13.7,79.8,4.9,77.9,B
556875,15.2,85.6,4.9,94.4,A
688932,15.6,83.2,8.9,93.6,A
318942,22.7,69.7,3.9,100.0,A
457102,10.5,82.9,4.6,56.5,C
129819,17.3,84.2,8.2,93.3,A
451080,7.1,78.3,5.0,65.0,C
159356,22.6,82.1,4.4,100.0,A
920176,18.4,92.5,4.8,94.4,A
654625,20.6,86.2,5.8,100.0,A
671926,12.4,83.7,4.8,84.7,B
177138,15.0,69.3,9.8,90.1,A
610459,9.6,96.0,6.4,73.5,B
894679,22.2,83.0,5.9,90.4,A
929225,23.3,76.1,7.5,100.0,A
17647,16.4,87.5,3.9,100.0,A
96998,16.5,80.4,6.7,79.2,B
597586,12.5,98.4,6.7,88.7,A
367837,7.2,95.1,3.4,74.6,B
896828,16.9,84.6,6.1,91.5,A
2363,4.3,83.7,6.4,63.9,C
235880,23.7,91.9,8.6,100.0,A
917,19.3,87.4,3.0,96.3,A
887065,15.1,100.0,5.6,75.6,B
960537,3.3,97.8,5.2,64.3,C
242023,15.3,85.3,4.0,79.7,B
79,15.6,100.0,6.1,91.7,A
964629,13.7,81.5,2.1,87.6,A
739482,16.1,79.2,8.3,100.0,A
828826,23.3,78.7,5.4,100.0,A
487125,26.8,82.6,2.2,100.0,A
351345,14.9,70.6,5.5,84.2,B
328601,20.3,85.3,6.5,96.2,A
803977,11.5,91.9,9.0,100.0,A
934289,22.2,86.2,6.8,89.0,A
468411,6.0,88.8,5.7,58.2,C
504627,14.1,97.7,5.9,93.5,A
878974,14.0,80.2,3.8,81.1,B
620299,8.5,93.4,5.3,61.2,C
572617,19.2,82.5,5.6,100.0,A
4730,15.1,96.2,7.4,86.8,A
684251,35.0,78.1,10.0,100.0,A
18374,2.7,84.8,7.4,68.9,C
284415,7.3,85.6,1.6,81.9,B
510306,14.4,83.3,4.5,92.7,A
428731,18.5,84.9,5.7,91.1,A
750651,26.8,77.5,7.5,100.0,A
147157,18.6,93.0,3.8,93.0,A
625675,7.6,83.7,6.2,37.2,F
549275,12.5,85.7,6.1,80.1,B
541131,20.1,88.8,9.7,100.0,A
811162,14.4,83.1,7.8,100.0,A
427874,20.8,87.6,3.9,99.7,A
508394,18.6,84.2,5.5,100.0,A
413324,4.1,100.0,7.8,54.8,D
212179,13.2,92.4,1.1,85.5,A
467407,19.3,83.1,5.1,91.9,A
859499,8.8,89.8,6.2,69.8,C
219805,15.4,73.1,8.1,81.1,B
245875,10.4,71.4,8.7,59.4,C
87947,16.7,73.5,9.9,76.1,B
17238,18.7,85.9,7.4,82.9,B
413235,9.8,87.8,5.0,80.3,B
964802,8.4,82.4,4.8,61.8,C
231026,19.6,96.9,5.7,85.1,A
43531,8.6,74.8,8.9,96.4,A
135121,16.6,90.0,6.5,92.9,A
386100,11.9,87.4,5.3,62.2,C
328850,2.4,100.0,7.4,45.9,D
93743,9.7,91.3,8.4,69.1,C
235821,13.4,81.0,5.6,81.4,B
169480,20.7,91.3,7.4,100.0,A
450823,14.5,76.3,2.9,100.0,A
407986,13.4,91.0,4.6,86.4,A
678240,20.1,100.0,5.0,89.3,A
737328,6.6,81.8,4.6,74.9,B
735918,12.6,78.7,5.4,76.3,B
345839,16.8,73.1,4.5,100.0,A
940617,3.2,86.6,4.9,53.7,D
463911,10.5,68.7,7.9,72.5,B
937174,14.4,83.3,7.9,85.9,A
784150,19.6,94.5,4.2,100.0,A
16488,14.3,100.0,7.3,84.8,B
1173,15.7,84.6,6.2,83.8,B
113342,4.2,89.1,5.7,53.2,D
118210,13.5,95.2,6.0,86.2,A
29783,9.8,84.0,5.7,88.7,A
841873,16.1,61.7,5.7,70.9,B
150875,11.0,89.0,1.9,64.1,C
531516,23.2,89.0,6.6,100.0,A
302244,12.1,85.8,5.4,85.4,A
849696,8.7,79.8,3.0,64.7,C
321777,12.8,93.3,7.8,72.7,B
49983,21.3,86.6,5.9,100.0,A
758445,0.0,79.1,6.3,68.1,C
154450,10.4,89.6,3.1,72.4,B
914399,13.5,83.6,2.1,85.4,A
189054,3.5,74.2,6.2,63.8,C
47978,10.1,80.8,6.1,65.2,C
600786,10.3,74.3,7.1,79.7,B
67401,9.9,85.7,3.9,58.0,C
514965,19.2,82.8,5.7,86.6,A
296517,10.4,100.0,5.4,61.6,C
612790,16.2,79.4,5.4,88.9,A
878808,20.1,92.4,2.8,93.9,A
318893,21.3,95.1,6.4,93.2,A
995388,4.1,98.3,6.0,52.6,D
937868,8.5,99.3,6.2,67.8,C
356068,21.9,76.9,6.3,84.7,B
658288,29.8,87.2,7.0,100.0,A
818730,7.5,73.2,6.6,52.0,D
141862,12.4,83.4,10.0,88.0,A
813499,11.3,76.5,4.0,68.9,C
181649,8.9,83.5,6.2,64.8,C
511498,15.8,80.4,8.2,93.8,A
262607,20.5,85.3,7.7,90.0,A
288017,3.3,92.5,6.4,48.9,D
751296,6.2,99.5,1.9,67.5,C
713616,23.2,83.9,10.0,100.0,A
565423,7.4,89.0,3.0,74.2,B
873769,11.0,96.6,1.9,92.3,A
919744,25.1,100.0,7.9,100.0,A
41622,21.5,63.4,6.1,98.4,A
330652,20.6,85.4,5.2,90.4,A
264836,4.2,100.0,6.5,59.9,C
562204,0.4,68.6,5.5,38.6,F
75431,8.6,65.2,6.4,59.1,C
484377,6.9,74.2,7.3,70.4,B
417494,19.8,82.1,4.2,87.9,A
237445,21.0,68.2,6.9,100.0,A
908757,14.8,81.1,2.3,68.0,C
881262,25.6,87.8,4.3,100.0,A
923503,20.6,91.1,5.0,97.3,A
748856,22.5,94.6,5.2,100.0,A
528004,24.2,78.2,4.8,100.0,A
476879,10.5,80.8,6.7,69.0,C
207069,18.8,100.0,4.3,100.0,A
447841,17.6,100.0,9.2,95.1,A
845784,10.3,82.0,3.4,75.1,B
678061,14.9,85.0,4.1,100.0,A
844811,14.1,84.4,7.6,94.8,A
812327,31.2,66.4,4.8,100.0,A
745285,25.8,81.9,4.4,100.0,A
526678,11.8,67.9,6.0,88.4,A
628875,8.2,96.0,10.0,73.9,B
419221,21.5,93.3,3.1,100.0,A
804400,20.0,88.7,7.0,100.0,A
168985,1.8,92.1,4.0,46.0,D
310671,0.0,86.2,8.1,53.6,D
824869,26.1,78.7,8.2,100.0,A
91489,31.6,78.4,5.4,100.0,A
772978,18.6,95.1,7.4,98.5,A
728183,17.8,77.6,10.0,98.8,A
165480,27.5,63.9,4.5,100.0,A
698335,22.7,73.6,8.5,100.0,A
884149,13.4,76.9,4.7,92.0,A
860372,16.5,73.6,3.8,100.0,A
718165,14.2,68.8,7.0,79.6,B
537218,16.2,88.6,6.7,94.3,A
751677,18.8,88.3,5.1,89.1,A
871580,21.8,88.9,1.7,100.0,A
194048,17.8,86.2,6.6,94.4,A
409240,23.1,78.8,9.3,100.0,A
658427,13.5,95.9,7.2,88.4,A
997097,25.3,83.9,7.0,100.0,A
902175,18.3,86.6,7.5,90.6,A
145027,9.3,70.7,9.2,57.5,C
30752,15.7,97.3,5.6,95.5,A
820974,13.1,89.7,6.3,88.7,A
743302,12.6,81.0,2.7,94.5,A
894339,13.3,86.0,3.8,90.4,A
255217,15.4,73.5,5.2,83.2,B
573585,14.8,77.6,7.5,88.1,A
654316,15.4,76.7,6.3,81.8,B
722787,14.6,84.0,8.6,79.5,B
378284,17.8,100.0,9.3,99.1,A
260513,20.5,68.3,4.5,100.0,A
28388,21.7,94.0,6.9,89.2,A
964756,18.7,81.6,7.8,89.3,A
540692,2.7,100.0,5.1,62.5,C
677420,21.0,75.3,7.2,82.7,B
423877,22.3,81.4,9.3,100.0,A
515397,20.3,74.5,5.0,99.7,A
284870,12.5,88.2,6.1,90.2,A
751986,7.2,85.6,5.9,81.2,B
813643,17.9,85.1,3.6,100.0,A
641967,21.2,79.9,6.2,100.0,A
139018,6.2,90.5,6.5,74.0,B
803241,19.9,91.3,8.6,93.4,A
810617,17.1,87.2,7.0,90.0,A
989985,24.5,89.4,8.8,100.0,A
103642,2.3,74.1,9.4,63.1,C
948052,23.9,85.8,10.0,100.0,A
53983,1.2,94.0,8.5,59.8,C
21593,9.0,99.9,7.4,66.5,C
439709,13.6,90.0,5.9,89.0,A
780205,12.2,91.6,3.0,74.8,B
823018,23.8,63.3,7.8,100.0,A
349316,8.0,75.2,7.0,70.2,B
333081,17.7,86.7,6.0,90.4,A
389910,13.7,87.6,4.0,95.4,A
716049,25.6,80.7,7.2,100.0,A
338278,13.5,69.4,4.7,89.0,A
945185,8.6,88.2,5.4,72.1,B
354207,22.1,78.6,6.5,97.0,A
470469,23.8,79.1,7.2,100.0,A
529403,12.8,91.0,6.5,93.9,A
339377,18.1,84.2,8.3,100.0,A
52810,10.5,71.3,7.5,64.7,C
541445,9.0,84.2,7.3,60.9,C
115333,18.2,91.5,5.1,97.2,A
642840,7.8,93.7,8.7,58.5,C
188935,28.7,94.1,3.8,100.0,A
395946,0.3,89.6,6.7,46.8,D
287152,19.0,93.9,6.2,93.3,A
32235,17.1,84.2,5.9,73.1,B
883250,8.1,85.9,7.2,67.7,C
75501,0.0,84.5,5.4,53.2,D
631653,9.6,70.6,2.4,70.2,B
183328,27.1,67.9,4.9,100.0,A
703174,19.4,97.9,4.7,86.5,A
520946,21.6,88.8,4.5,100.0,A
352320,35.0,83.5,7.1,100.0,A
774927,26.1,61.8,9.8,100.0,A
159460,26.2,82.2,4.6,100.0,A
731057,19.8,88.8,7.2,93.4,A
141083,22.4,84.2,7.2,98.6,A
62933,19.5,77.0,7.0,92.6,A
7464,6.9,73.0,6.1,66.5,C
237435,15.8,94.9,2.9,99.3,A
937154,3.8,84.6,5.8,58.5,C
607326,3.0,87.8,5.5,48.8,D
297851,25.4,83.3,9.8,100.0,A
931067,18.2,85.4,2.9,86.6,A
453322,6.7,88.6,7.3,71.0,B
766419,12.0,94.5,7.9,88.4,A
227214,0.0,93.2,3.9,39.0,F
300698,24.8,79.6,9.0,100.0,A
738974,6.2,85.2,9.4,50.4,D
72819,15.8,70.3,3.0,86.1,A
348389,18.7,87.7,7.4,100.0,A
12316,20.3,91.5,7.5,97.9,A
769437,26.5,82.5,5.7,100.0,A
45251,15.3,91.4,8.9,96.8,A
494277,14.2,85.2,8.5,75.0,B
76919,10.0,77.8,6.8,82.9,B
787692,7.7,79.8,1.3,76.4,B
553663,14.1,86.3,6.4,90.2,A
984408,4.2,88.0,7.5,73.7,B
371536,11.8,97.2,10.0,80.1,B
817616,10.2,83.6,7.7,81.4,B
197397,22.8,67.8,3.4,100.0,A
510989,24.4,92.7,6.6,96.6,A
75182,6.0,100.0,5.3,57.7,C
950261,24.4,79.8,6.3,100.0,A
519368,12.7,87.7,8.5,71.8,B
488707,22.7,72.1,5.2,100.0,A
805253,23.9,78.1,5.5,100.0,A
464360,23.7,97.2,4.9,98.5,A
387630,23.9,79.8,6.2,100.0,A
928025,3.8,85.6,9.3,66.5,C
743391,14.6,88.2,5.2,92.9,A
525751,18.3,86.4,4.9,99.4,A
951815,5.3,95.6,6.6,78.4,B
826638,23.3,88.6,1.3,100.0,A
126202,13.3,93.4,6.4,77.5,B
825161,16.4,85.2,5.5,100.0,A
623889,21.2,88.4,5.7,100.0,A
519222,17.4,65.4,5.7,100.0,A
2335,21.2,88.7,6.2,98.7,A
199857,9.7,96.7,0.9,77.6,B
831429,0.0,89.2,5.6,48.6,D
590726,4.4,85.5,3.7,48.1,D
864372,9.9,89.6,5.6,80.5,B
477599,17.1,77.5,5.1,89.8,A
598563,18.8,71.3,5.0,85.9,A
799795,10.3,79.3,10.0,82.7,B
983332,14.0,88.9,4.6,83.4,B
897829,20.3,80.5,5.2,100.0,A
491403,7.6,86.3,1.0,52.5,D
10677,22.7,66.6,6.7,100.0,A
183066,6.4,98.6,6.9,65.2,C
544055,19.8,92.2,3.7,100.0,A
274844,7.8,100.0,4.2,58.7,C
470774,17.3,75.1,5.2,94.8,A
426795,16.8,84.4,5.9,94.5,A
150099,10.0,85.0,7.1,84.4,B
719741,20.4,84.0,8.6,100.0,A
325389,4.8,68.7,5.0,64.7,C
307956,10.0,59.6,4.7,67.8,C
396271,13.4,76.2,6.9,85.9,A
434057,10.9,72.4,10.0,79.2,B
296095,8.4,90.4,7.0,66.2,C
266744,22.9,86.4,1.8,100.0,A
657733,11.0,86.2,5.0,80.7,B
615077,22.1,71.5,7.5,100.0,A
659563,22.2,67.9,5.1,100.0,A
234685,22.9,100.0,5.5,100.0,A
533192,11.0,68.1,3.6,80.5,B
449867,16.7,79.5,6.7,85.7,A
310623,25.5,85.8,5.9,100.0,A
593465,13.1,68.7,3.8,88.5,A
338823,7.6,64.2,6.3,73.5,B
607208,8.0,84.8,8.0,66.2,C
345078,12.7,77.5,7.1,82.6,B
844873,13.1,75.0,9.9,80.6,B
732196,11.5,93.8,6.4,86.8,A
720249,15.2,72.7,5.0,85.2,A
777846,17.2,79.3,5.0,100.0,A
540626,14.4,71.8,6.4,78.6,B
456676,23.5,97.9,7.8,100.0,A
93877,11.9,92.9,3.3,96.5,A
269906,18.5,82.7,0.2,100.0,A
190246,7.9,91.0,8.2,73.9,B
425683,13.6,93.3,4.0,100.0,A
424879,18.3,69.2,5.8,92.3,A
89490,0.4,92.3,6.1,40.5,D
347023,28.1,91.6,3.7,100.0,A
490470,15.9,91.3,4.9,79.1,B
107114,17.7,80.1,5.2,88.4,A
238463,17.1,79.9,5.8,81.9,B
128480,10.8,98.4,6.1,77.4,B
984237,14.4,99.1,4.1,85.8,A
401377,23.1,100.0,8.3,96.0,A
463456,11.3,83.8,10.0,83.0,B
151612,9.1,91.4,1.1,85.0,B
565405,17.9,91.1,3.1,95.7,A
463099,13.1,80.3,3.6,82.1,B
443526,6.7,85.0,5.0,74.4,B
781124,17.1,69.4,7.5,99.5,A
458310,8.6,88.2,8.3,80.3,B
497790,21.2,83.0,3.6,100.0,A
277866,12.1,58.7,4.6,72.3,B
711422,10.7,84.7,5.9,75.1,B
775745,10.4,87.8,6.7,68.7,C
829636,24.3,80.7,5.7,100.0,A
766517,19.9,75.9,3.7,100.0,A
991531,1.3,90.1,4.1,55.8,C
811277,16.0,63.9,4.2,92.5,A
472825,29.4,90.3,5.6,100.0,A
297713,12.7,87.6,3.3,69.2,C
569925,14.3,75.2,8.7,82.7,B
180242,17.8,89.6,8.9,100.0,A
728642,20.2,90.8,6.1,100.0,A
14227,27.6,89.0,5.6,100.0,A
461075,16.7,99.5,3.3,93.5,A
22286,19.2,73.3,4.3,100.0,A
185425,17.5,90.8,7.0,82.7,B
154009,20.3,70.8,5.7,93.4,A
437876,13.0,80.5,8.4,77.6,B
538779,15.0,70.4,6.7,84.9,B
627105,22.6,83.9,0.0,100.0,A
714980,10.9,89.3,5.2,76.6,B
792184,17.4,82.3,6.1,84.0,B
343302,18.4,77.2,8.4,94.6,A
788408,8.4,91.4,3.9,58.6,C
69322,19.5,88.8,7.8,100.0,A
1930,28.7,68.5,5.4,100.0,A
120216,23.0,69.8,5.4,100.0,A
456329,21.0,100.0,3.2,96.7,A
616822,22.7,88.7,5.2,93.8,A
373395,13.9,89.7,7.0,83.9,B
906986,5.8,76.2,6.7,61.8,C
656826,27.6,93.8,2.5,100.0,A
526151,13.1,84.6,4.6,82.0,B
794874,29.1,74.3,5.3,100.0,A
774934,25.3,86.8,5.5,100.0,A
772347,7.4,90.3,7.3,86.0,A
662414,6.5,86.9,3.3,69.1,C
47357,21.0,89.2,4.5,94.4,A
473884,0.0,87.3,8.4,47.3,D
580123,4.7,82.9,3.9,74.1,B
128652,18.1,78.0,6.3,99.1,A
158978,12.7,80.1,4.2,92.2,A
946228,20.4,82.6,6.9,100.0,A
83951,24.8,88.8,8.6,100.0,A
261122,27.4,77.0,3.1,100.0,A
679410,14.3,89.4,8.0,81.2,B
444204,9.4,76.4,9.3,92.8,A
357672,18.5,72.2,5.0,100.0,A
579307,12.0,91.8,6.1,100.0,A
644964,7.6,71.7,3.7,84.3,B
608512,15.0,74.1,6.3,82.6,B
933457,24.3,85.7,6.5,100.0,A
228281,18.4,85.1,5.1,86.3,A
640934,13.7,84.9,6.5,70.8,B
834062,23.4,73.8,7.7,100.0,A
35474,14.9,91.1,5.0,79.6,B
787315,15.5,94.9,5.4,98.3,A
44479,13.0,86.6,7.7,79.4,B
930080,14.9,96.5,4.1,95.4,A
581837,20.9,89.9,5.0,100.0,A
747947,20.4,77.8,5.2,86.5,A
647179,7.7,98.1,8.5,77.0,B
956600,8.8,80.5,3.7,61.0,C
153888,8.2,99.9,5.7,63.2,C
545484,3.2,79.7,3.6,52.4,D
386815,14.1,78.5,3.7,92.5,A
328118,34.3,85.9,5.7,100.0,A
472292,7.2,96.0,8.0,62.6,C
423295,17.8,91.1,7.6,93.1,A
36766,12.1,84.5,8.3,84.5,B
156709,19.1,83.4,6.6,100.0,A
743822,12.7,74.8,7.5,88.2,A
628724,18.9,76.0,8.0,95.8,A
58175,9.8,96.2,5.2,83.5,B
147888,12.9,77.7,8.1,89.4,A
625909,16.6,70.7,3.8,87.8,A
635397,20.4,68.3,6.2,90.1,A
732734,16.9,82.3,5.3,85.8,A
480910,16.1,77.3,9.2,83.9,B
626956,11.3,76.5,10.0,68.7,C
875398,22.1,72.8,3.2,100.0,A
234366,12.6,90.4,7.9,77.5,B
888745,13.9,78.5,9.3,100.0,A
475206,14.3,69.4,3.4,94.4,A
257040,20.0,94.2,6.2,91.7,A
578795,13.9,100.0,7.4,82.0,B
90878,28.1,75.6,8.3,100.0,A
5792,0.0,80.6,6.0,40.6,D
695199,16.1,76.5,6.3,100.0,A
615340,23.8,88.6,3.7,100.0,A
391033,7.5,72.0,2.8,63.3,C
427261,11.0,74.3,8.6,76.2,B
830425,5.3,89.8,3.3,48.4,D
520112,13.8,91.0,3.4,78.6,B
937316,19.1,85.4,3.3,90.3,A
179437,22.6,92.1,3.8,93.2,A
214628,21.4,98.0,6.2,100.0,A
